feedback_id,teacher_name,subject,academic_term,academic_year,clarity_of_teaching,communication,subject_knowledge,explains_concepts_well,classroom_engagement,availability,use_of_materials,responsiveness,fairness_in_assessment,overall_effectiveness
329,Ms. Mary Kelly PhD,History,Term 1,2024,2,3,3,2,2,2,3,3,3,5
330,Ms. Mary Kelly PhD,History,Term 1,2024,3,4,3,2,2,4,2,3,3,4
331,Ms. Mary Kelly PhD,History,Term 1,2024,3,3,3,1,2,3,3,2,2,3
332,Ms. Mary Kelly PhD,History,Term 1,2024,3,3,1,3,3,3,2,2,3,3
333,Ms. Mary Kelly PhD,History,Term 1,2024,3,3,3,3,4,3,2,3,3,3
334,Ms. Mary Kelly PhD,History,Term 1,2024,2,1,4,3,1,3,3,2,2,3
335,Ms. Mary Kelly PhD,History,Term 1,2024,3,2,3,3,3,2,4,3,2,3
336,Ms. Mary Kelly PhD,History,Term 2,2024,2,3,3,2,3,2,3,3,2,3
337,Ms. Mary Kelly PhD,History,Term 2,2024,3,3,2,3,2,3,3,4,3,2
338,Ms. Mary Kelly PhD,History,Term 2,2024,2,3,2,3,3,3,3,2,1,3
339,Ms. Mary Kelly PhD,History,Term 2,2024,3,2,3,3,3,3,3,3,2,4
340,Ms. Mary Kelly PhD,History,Term 2,2024,3,2,1,2,4,3,3,4,2,2
341,Ms. Mary Kelly PhD,History,Term 2,2024,3,3,3,2,2,4,3,3,2,4
342,Ms. Mary Kelly PhD,History,Term 2,2024,4,3,1,4,3,3,4,3,3,4
343,Ms. Mary Kelly PhD,History,Term 2,2024,3,4,3,3,4,4,2,4,2,3
344,Ms. Mary Kelly PhD,History,Term 2,2024,3,2,3,4,3,2,3,3,3,4
345,Ms. Mary Kelly PhD,History,Term 2,2024,2,3,2,3,2,3,3,1,3,2
346,Ms. Mary Kelly PhD,History,Term 2,2024,3,1,3,4,2,2,3,3,1,3
347,Ms. Mary Kelly PhD,History,Term 2,2024,3,5,2,3,3,2,4,3,3,3
348,Ms. Mary Kelly PhD,History,Term 2,2024,1,3,2,2,3,4,3,4,3,1
349,Ms. Mary Kelly PhD,History,Term 2,2024,2,4,4,3,2,3,3,3,3,3
350,Ms. Mary Kelly PhD,History,Term 2,2024,2,2,3,2,3,3,2,3,3,3
351,Ms. Mary Kelly PhD,History,Term 2,2024,4,4,2,3,3,2,3,1,3,3
352,Ms. Mary Kelly PhD,History,Term 2,2024,3,4,2,1,2,2,3,4,3,3
353,Ms. Mary Kelly PhD,History,Term 2,2024,4,4,3,2,3,3,3,4,3,2
354,Ms. Mary Kelly PhD,History,Term 2,2024,2,2,2,2,3,3,3,3,2,2
355,Ms. Mary Kelly PhD,History,Term 2,2024,2,2,3,2,2,3,3,3,5,2
356,Ms. Mary Kelly PhD,History,Term 2,2024,3,4,4,3,1,3,3,5,2,3
357,Ms. Mary Kelly PhD,History,Term 2,2024,2,4,2,2,1,3,3,3,3,3
358,Ms. Mary Kelly PhD,History,Term 2,2024,3,2,3,3,2,1,3,3,4,3
359,Ms. Mary Kelly PhD,History,Term 2,2024,3,2,4,3,4,4,2,3,4,3
360,Ms. Mary Kelly PhD,History,Term 2,2024,3,2,2,3,2,1,2,2,5,4
361,Ms. Mary Kelly PhD,History,Term 2,2024,3,3,4,3,3,3,3,2,4,3
362,Ms. Mary Kelly PhD,History,Term 2,2024,4,4,3,4,3,2,2,3,3,3
363,Ms. Mary Kelly PhD,History,Term 2,2024,4,3,2,3,4,2,2,4,3,3
364,Ms. Mary Kelly PhD,History,Term 2,2024,2,3,3,3,4,3,2,4,4,4
365,Ms. Mary Kelly PhD,History,Term 2,2024,4,3,3,2,2,2,3,4,4,2
366,Ms. Mary Kelly PhD,History,Term 2,2024,3,2,4,2,3,4,3,3,3,1
367,Ms. Mary Kelly PhD,History,Term 2,2024,3,3,2,3,2,4,3,3,3,3
368,Ms. Mary Kelly PhD,History,Term 2,2024,3,3,3,2,3,2,3,3,2,4
369,Ms. Mary Kelly PhD,History,Term 3,2024,2,1,2,3,2,2,3,3,5,2
370,Ms. Mary Kelly PhD,History,Term 3,2024,3,3,3,2,3,3,2,3,3,2
371,Ms. Mary Kelly PhD,History,Term 3,2024,4,3,3,3,3,4,2,3,3,4
372,Ms. Mary Kelly PhD,History,Term 3,2024,4,3,3,3,4,2,3,3,2,2
373,Ms. Mary Kelly PhD,History,Term 3,2024,4,2,4,3,2,4,1,4,5,4
374,Ms. Mary Kelly PhD,History,Term 3,2024,3,4,4,2,2,3,3,4,4,3
375,Ms. Mary Kelly PhD,History,Term 3,2024,2,4,4,3,3,2,2,2,4,3
376,Ms. Mary Kelly PhD,History,Term 3,2024,2,3,3,3,3,3,1,2,3,3
377,Ms. Mary Kelly PhD,History,Term 3,2024,3,3,4,1,3,3,3,3,2,2
378,Ms. Mary Kelly PhD,History,Term 3,2024,2,2,3,2,4,2,4,4,4,3
379,Ms. Mary Kelly PhD,History,Term 3,2024,2,1,3,3,2,3,5,3,4,3
380,Ms. Mary Kelly PhD,History,Term 3,2024,4,3,4,3,2,2,1,3,4,3
381,Ms. Mary Kelly PhD,History,Term 3,2024,4,4,3,1,2,2,2,1,3,2
382,Ms. Mary Kelly PhD,History,Term 3,2024,2,3,2,3,3,4,2,2,3,5
383,Ms. Mary Kelly PhD,History,Term 3,2024,4,4,3,3,2,3,2,3,3,2
384,Ms. Mary Kelly PhD,History,Term 3,2024,3,2,1,3,3,2,3,5,3,2
385,Ms. Mary Kelly PhD,History,Term 3,2024,3,3,3,3,1,3,2,2,2,3
386,Ms. Mary Kelly PhD,History,Term 3,2024,1,3,2,4,2,3,2,3,1,4
387,Ms. Mary Kelly PhD,History,Term 3,2024,5,4,3,2,2,2,2,3,2,3
388,Ms. Mary Kelly PhD,History,Term 3,2024,3,4,4,1,4,4,3,3,2,4
389,Ms. Mary Kelly PhD,History,Term 3,2024,3,1,3,2,4,2,5,3,1,3
390,Ms. Mary Kelly PhD,History,Term 3,2024,3,4,3,3,3,2,3,3,2,1
391,Ms. Mary Kelly PhD,History,Term 3,2024,2,3,4,3,3,3,3,2,3,1
392,Ms. Mary Kelly PhD,History,Term 3,2024,3,2,3,2,3,3,4,3,3,3
393,Ms. Mary Kelly PhD,History,Term 3,2024,2,4,2,3,2,2,2,3,2,3
394,Ms. Mary Kelly PhD,History,Term 3,2024,3,2,3,3,4,3,4,3,2,3
395,Ms. Mary Kelly PhD,History,Term 3,2024,4,2,3,3,3,4,3,3,3,4
396,Ms. Mary Kelly PhD,History,Term 3,2024,2,2,3,3,3,1,3,3,3,2
397,Ms. Mary Kelly PhD,History,Term 3,2024,3,2,3,4,3,3,3,3,1,3
398,Ms. Mary Kelly PhD,History,Term 3,2024,4,3,1,2,2,3,3,4,4,5
399,Ms. Mary Kelly PhD,History,Term 3,2024,2,3,3,2,3,3,5,3,2,2
400,Ms. Mary Kelly PhD,History,Term 1,2025,2,3,3,2,2,4,4,1,3,3
401,Ms. Mary Kelly PhD,History,Term 1,2025,3,4,4,4,3,2,4,2,3,2
402,Ms. Mary Kelly PhD,History,Term 1,2025,2,4,4,2,3,3,2,2,2,3
403,Ms. Mary Kelly PhD,History,Term 1,2025,4,4,3,3,1,2,4,4,2,3
404,Ms. Mary Kelly PhD,History,Term 1,2025,2,3,3,2,3,3,3,3,3,4
405,Ms. Mary Kelly PhD,History,Term 1,2025,1,3,1,2,3,3,3,3,2,3
406,Ms. Mary Kelly PhD,History,Term 1,2025,3,3,3,3,3,2,3,3,3,2
407,Ms. Mary Kelly PhD,History,Term 1,2025,3,3,2,3,2,3,3,3,3,4
408,Ms. Mary Kelly PhD,History,Term 1,2025,3,3,2,3,3,1,4,3,3,3
409,Ms. Mary Kelly PhD,History,Term 1,2025,2,4,3,2,3,4,3,4,4,2
410,Ms. Mary Kelly PhD,History,Term 1,2025,3,2,3,2,2,2,2,2,1,2
411,Ms. Mary Kelly PhD,History,Term 1,2025,2,2,2,2,3,3,3,3,3,3
412,Ms. Mary Kelly PhD,History,Term 1,2025,4,2,2,1,1,2,3,4,3,4
413,Ms. Mary Kelly PhD,History,Term 1,2025,3,3,4,2,4,3,4,4,3,3
414,Ms. Mary Kelly PhD,History,Term 1,2025,3,3,2,1,2,3,3,4,3,2
415,Ms. Mary Kelly PhD,History,Term 1,2025,3,3,3,2,4,3,3,1,2,2
416,Ms. Mary Kelly PhD,History,Term 1,2025,3,4,3,3,1,3,2,4,2,3
417,Ms. Mary Kelly PhD,History,Term 1,2025,2,3,3,2,3,3,3,2,4,1
418,Ms. Mary Kelly PhD,History,Term 1,2025,3,3,4,2,4,4,2,3,2,3
419,Ms. Mary Kelly PhD,History,Term 1,2025,2,3,2,4,3,4,3,2,3,5
420,Ms. Mary Kelly PhD,History,Term 1,2025,3,3,3,2,3,3,3,2,2,2
421,Ms. Mary Kelly PhD,History,Term 1,2025,3,3,2,4,3,5,3,3,2,2
422,Ms. Mary Kelly PhD,History,Term 1,2025,2,2,2,2,4,3,3,2,3,1
423,Ms. Mary Kelly PhD,History,Term 1,2025,3,2,2,2,2,3,2,3,2,2
424,Ms. Mary Kelly PhD,History,Term 1,2025,2,2,3,3,4,2,3,2,3,3
425,Ms. Mary Kelly PhD,History,Term 1,2025,2,3,3,4,2,2,4,3,2,3
426,Ms. Mary Kelly PhD,History,Term 1,2025,1,3,2,3,3,3,1,3,1,4
427,Ms. Mary Kelly PhD,History,Term 1,2025,3,2,1,3,3,3,3,2,2,4
428,Ms. Mary Kelly PhD,History,Term 1,2025,2,3,2,3,4,4,3,3,3,1
429,Ms. Mary Kelly PhD,History,Term 1,2025,3,2,3,3,4,3,3,3,4,2
430,Ms. Mary Kelly PhD,History,Term 2,2025,3,1,4,2,3,2,3,2,2,4
431,Ms. Mary Kelly PhD,History,Term 2,2025,2,4,4,2,4,4,5,4,3,4
432,Ms. Mary Kelly PhD,History,Term 2,2025,3,4,2,2,2,3,3,3,3,3
433,Ms. Mary Kelly PhD,History,Term 2,2025,3,2,2,2,3,4,3,2,3,3
434,Ms. Mary Kelly PhD,History,Term 2,2025,3,4,3,3,3,3,2,3,3,2
435,Ms. Mary Kelly PhD,History,Term 2,2025,2,5,4,2,2,3,2,3,3,2
436,Ms. Mary Kelly PhD,History,Term 2,2025,2,2,2,2,2,4,3,3,3,3
437,Ms. Mary Kelly PhD,History,Term 2,2025,5,5,4,4,2,1,4,2,3,3
438,Ms. Mary Kelly PhD,History,Term 2,2025,3,3,2,3,3,4,3,3,3,3
439,Ms. Mary Kelly PhD,History,Term 2,2025,3,2,2,2,3,2,3,4,2,2
440,Ms. Mary Kelly PhD,History,Term 2,2025,2,2,1,3,2,3,4,2,3,4
441,Ms. Mary Kelly PhD,History,Term 2,2025,2,1,2,5,3,4,3,1,3,2
442,Ms. Mary Kelly PhD,History,Term 2,2025,4,2,4,4,2,3,3,4,3,3
443,Ms. Mary Kelly PhD,History,Term 2,2025,2,3,2,4,3,3,2,2,2,2
444,Ms. Mary Kelly PhD,History,Term 2,2025,3,2,2,2,2,2,4,3,3,4
445,Ms. Mary Kelly PhD,History,Term 2,2025,2,3,4,3,2,2,2,4,3,3
446,Ms. Mary Kelly PhD,History,Term 2,2025,3,2,1,1,4,3,4,3,3,2
447,Ms. Mary Kelly PhD,History,Term 2,2025,2,4,3,3,2,4,2,4,3,1
448,Ms. Mary Kelly PhD,History,Term 2,2025,3,3,2,3,1,3,3,4,5,3
449,Ms. Mary Kelly PhD,History,Term 2,2025,4,4,3,3,2,2,4,2,3,4
450,Ms. Mary Kelly PhD,History,Term 2,2025,2,3,4,2,2,2,4,4,4,3
451,Ms. Mary Kelly PhD,History,Term 2,2025,3,3,3,2,2,2,3,3,3,4
452,Ms. Mary Kelly PhD,History,Term 2,2025,3,3,4,2,3,3,3,2,4,1
453,Ms. Mary Kelly PhD,History,Term 2,2025,3,2,1,3,3,4,3,4,4,3
454,Ms. Mary Kelly PhD,History,Term 2,2025,2,3,4,2,3,1,4,2,3,3
455,Ms. Mary Kelly PhD,History,Term 2,2025,3,3,4,3,4,2,4,3,3,3
456,Ms. Mary Kelly PhD,History,Term 2,2025,4,2,3,2,2,3,2,4,4,2
457,Ms. Mary Kelly PhD,History,Term 2,2025,2,4,3,2,2,3,4,4,5,3
458,Ms. Mary Kelly PhD,History,Term 2,2025,1,5,2,2,4,4,4,3,1,3
459,Ms. Mary Kelly PhD,History,Term 3,2025,4,3,3,4,4,2,3,3,3,3
460,Ms. Mary Kelly PhD,History,Term 3,2025,3,2,3,3,2,2,3,3,4,4
461,Ms. Mary Kelly PhD,History,Term 3,2025,2,3,3,3,4,2,2,3,2,2
462,Ms. Mary Kelly PhD,History,Term 3,2025,1,4,3,1,4,3,2,3,2,3
463,Ms. Mary Kelly PhD,History,Term 3,2025,2,3,2,3,3,3,2,3,3,4
464,Ms. Mary Kelly PhD,History,Term 3,2025,3,3,3,2,2,2,4,3,3,2
465,Ms. Mary Kelly PhD,History,Term 3,2025,3,3,4,3,3,2,3,3,2,3
466,Ms. Mary Kelly PhD,History,Term 3,2025,2,1,3,4,1,3,4,1,3,2
467,Ms. Mary Kelly PhD,History,Term 3,2025,4,3,1,4,2,3,2,3,3,3
468,Ms. Mary Kelly PhD,History,Term 3,2025,2,2,3,4,1,3,3,3,3,1
469,Ms. Mary Kelly PhD,History,Term 3,2025,4,5,3,3,2,3,3,3,3,2
470,Ms. Mary Kelly PhD,History,Term 3,2025,4,4,2,3,3,2,2,2,4,4
471,Ms. Mary Kelly PhD,History,Term 3,2025,3,2,3,4,4,2,1,2,2,3
472,Ms. Mary Kelly PhD,History,Term 3,2025,3,3,3,3,2,2,3,3,2,3
473,Ms. Mary Kelly PhD,History,Term 3,2025,3,2,3,3,2,3,3,4,1,3
474,Ms. Mary Kelly PhD,History,Term 3,2025,2,3,4,4,4,3,3,2,4,2
475,Ms. Mary Kelly PhD,History,Term 3,2025,3,2,3,2,3,1,1,2,3,2
476,Ms. Mary Kelly PhD,History,Term 3,2025,1,4,4,3,2,3,3,3,3,3
477,Ms. Mary Kelly PhD,History,Term 3,2025,3,3,3,3,4,2,3,2,3,2
478,Ms. Mary Kelly PhD,History,Term 3,2025,3,4,3,2,2,3,4,3,2,3
479,Ms. Mary Kelly PhD,History,Term 3,2025,3,3,3,2,2,3,2,4,1,4
480,Ms. Mary Kelly PhD,History,Term 3,2025,4,3,2,4,3,2,3,4,4,2
481,Ms. Mary Kelly PhD,History,Term 3,2025,3,3,2,3,3,3,2,3,2,2
482,Ms. Mary Kelly PhD,History,Term 3,2025,3,3,3,3,3,4,3,5,3,3
483,Ms. Mary Kelly PhD,History,Term 3,2025,3,1,3,2,3,2,2,3,2,2
484,Ms. Mary Kelly PhD,History,Term 3,2025,3,4,3,5,4,3,3,3,3,3
485,Ms. Mary Kelly PhD,History,Term 3,2025,2,4,3,4,2,4,3,2,1,3
486,Ms. Mary Kelly PhD,History,Term 3,2025,3,3,3,2,4,3,1,3,1,1
487,Ms. Mary Kelly PhD,History,Term 3,2025,2,2,2,3,2,3,2,2,3,4
488,Ms. Mary Kelly PhD,History,Term 3,2025,2,2,3,3,3,3,2,3,4,3
489,Ms. Mary Kelly PhD,History,Term 3,2025,4,2,3,3,2,3,2,2,3,4
490,Ms. Mary Kelly PhD,History,Term 3,2025,3,3,3,2,3,3,3,3,3,4
491,Ms. Mary Kelly PhD,History,Term 3,2025,4,3,4,3,3,3,4,4,2,3
492,Ms. Mary Kelly PhD,History,Term 3,2025,3,2,2,3,2,3,2,3,4,4
493,Ms. Mary Kelly PhD,History,Term 3,2025,3,2,4,3,3,3,2,2,3,2
494,Eric Lane,Biology,Term 1,2023,4,5,5,4,5,4,5,3,4,4
495,Eric Lane,Biology,Term 1,2023,4,4,4,4,2,5,2,3,4,4
496,Eric Lane,Biology,Term 1,2023,5,4,5,5,3,4,4,5,3,5
497,Eric Lane,Biology,Term 1,2023,3,4,4,3,4,4,5,5,4,4
498,Eric Lane,Biology,Term 1,2023,3,3,4,3,2,4,4,3,4,4
499,Eric Lane,Biology,Term 1,2023,4,4,4,3,4,5,4,4,4,4
500,Eric Lane,Biology,Term 1,2023,3,4,4,4,5,4,4,3,4,3
501,Eric Lane,Biology,Term 1,2023,3,3,4,3,4,4,3,4,4,5
502,Eric Lane,Biology,Term 1,2023,3,5,4,4,2,1,4,3,3,4
503,Eric Lane,Biology,Term 1,2023,5,4,4,4,4,5,4,3,4,3
504,Eric Lane,Biology,Term 1,2023,5,4,4,5,5,3,2,3,4,4
505,Eric Lane,Biology,Term 1,2023,4,4,3,4,4,2,5,5,4,5
506,Eric Lane,Biology,Term 1,2023,4,4,3,5,5,3,3,5,5,4
507,Eric Lane,Biology,Term 1,2023,5,3,4,4,3,4,5,4,3,3
508,Eric Lane,Biology,Term 1,2023,3,3,4,5,3,4,3,4,5,3
509,Eric Lane,Biology,Term 1,2023,4,2,4,4,5,4,4,5,4,5
510,Eric Lane,Biology,Term 1,2023,5,4,3,2,3,5,4,4,4,4
511,Eric Lane,Biology,Term 1,2023,5,4,4,5,4,4,4,4,4,4
512,Eric Lane,Biology,Term 1,2023,4,4,4,5,5,3,5,5,4,2
513,Eric Lane,Biology,Term 1,2023,5,4,3,4,3,3,4,4,5,4
514,Eric Lane,Biology,Term 1,2023,4,3,4,2,4,5,5,5,3,4
515,Eric Lane,Biology,Term 1,2023,4,5,4,5,3,4,4,5,3,4
516,Eric Lane,Biology,Term 1,2023,4,2,4,4,5,4,4,4,4,4
517,Eric Lane,Biology,Term 1,2023,4,4,4,4,4,4,3,5,4,4
518,Eric Lane,Biology,Term 1,2023,4,5,4,4,4,4,4,5,4,4
519,Eric Lane,Biology,Term 1,2023,4,4,3,5,3,4,4,5,4,2
520,Eric Lane,Biology,Term 1,2023,4,4,4,3,2,5,5,3,4,4
521,Eric Lane,Biology,Term 1,2023,5,4,4,3,3,5,4,4,5,3
522,Eric Lane,Biology,Term 1,2023,3,4,5,5,2,3,5,3,2,4
523,Eric Lane,Biology,Term 1,2023,5,4,5,5,5,5,3,4,3,4
524,Eric Lane,Biology,Term 1,2023,5,5,4,5,3,5,5,5,4,3
525,Eric Lane,Biology,Term 2,2023,5,4,4,4,4,4,5,4,2,3
526,Eric Lane,Biology,Term 2,2023,4,4,2,4,4,3,4,5,4,3
527,Eric Lane,Biology,Term 2,2023,5,4,4,4,3,4,4,4,4,5
528,Eric Lane,Biology,Term 2,2023,5,4,4,3,4,4,4,3,3,4
529,Eric Lane,Biology,Term 2,2023,5,4,4,5,5,5,3,5,5,4
530,Eric Lane,Biology,Term 2,2023,3,3,4,4,4,3,4,4,3,4
531,Eric Lane,Biology,Term 2,2023,5,4,4,5,3,4,4,4,4,5
532,Eric Lane,Biology,Term 2,2023,4,4,4,4,5,5,4,5,5,4
533,Eric Lane,Biology,Term 2,2023,3,4,5,5,4,5,4,4,5,5
534,Eric Lane,Biology,Term 2,2023,3,3,4,5,5,4,2,5,4,4
535,Eric Lane,Biology,Term 2,2023,2,5,4,5,5,3,4,5,3,5
536,Eric Lane,Biology,Term 2,2023,3,3,3,5,4,2,3,3,4,3
537,Eric Lane,Biology,Term 2,2023,3,5,4,4,5,5,4,3,4,5
538,Eric Lane,Biology,Term 2,2023,3,3,4,4,4,4,4,4,4,3
539,Eric Lane,Biology,Term 2,2023,4,4,4,4,4,4,4,4,3,3
540,Eric Lane,Biology,Term 2,2023,5,4,3,3,5,5,4,4,4,3
541,Eric Lane,Biology,Term 2,2023,4,4,3,4,4,3,5,4,3,5
542,Eric Lane,Biology,Term 2,2023,5,3,4,4,4,4,2,4,5,4
543,Eric Lane,Biology,Term 2,2023,3,2,5,3,3,4,5,4,2,3
544,Eric Lane,Biology,Term 2,2023,5,4,3,5,4,4,4,5,4,2
545,Eric Lane,Biology,Term 2,2023,3,4,4,4,4,5,3,4,4,3
546,Eric Lane,Biology,Term 2,2023,4,5,4,4,5,4,4,4,3,4
547,Eric Lane,Biology,Term 2,2023,4,4,5,3,4,5,3,3,4,4
548,Eric Lane,Biology,Term 2,2023,4,3,5,4,5,5,4,3,4,4
549,Eric Lane,Biology,Term 2,2023,4,5,4,5,5,4,3,5,5,4
550,Eric Lane,Biology,Term 2,2023,3,4,4,3,3,5,3,3,5,3
551,Eric Lane,Biology,Term 2,2023,3,5,3,4,5,5,4,4,4,5
552,Eric Lane,Biology,Term 2,2023,5,4,4,3,3,2,4,3,3,5
553,Eric Lane,Biology,Term 2,2023,5,3,4,5,3,5,5,4,4,3
554,Eric Lane,Biology,Term 2,2023,4,4,5,4,4,5,5,4,4,4
555,Eric Lane,Biology,Term 3,2023,4,3,4,4,5,3,5,4,4,4
556,Eric Lane,Biology,Term 3,2023,5,5,5,3,4,3,2,4,5,4
557,Eric Lane,Biology,Term 3,2023,5,5,4,5,2,4,4,4,4,3
558,Eric Lane,Biology,Term 3,2023,5,5,5,3,4,5,4,5,4,4
559,Eric Lane,Biology,Term 3,2023,5,3,4,4,3,2,3,3,5,4
560,Eric Lane,Biology,Term 3,2023,5,3,4,3,4,5,4,3,5,5
561,Eric Lane,Biology,Term 3,2023,5,3,3,5,3,4,4,3,3,4
562,Eric Lane,Biology,Term 3,2023,5,4,3,4,2,4,4,4,5,4
563,Eric Lane,Biology,Term 3,2023,4,3,5,4,4,5,3,3,4,3
564,Eric Lane,Biology,Term 3,2023,4,4,3,2,4,4,5,5,3,3
565,Eric Lane,Biology,Term 3,2023,5,4,5,4,5,5,3,3,4,4
566,Eric Lane,Biology,Term 3,2023,4,3,4,4,4,5,3,5,4,5
567,Eric Lane,Biology,Term 3,2023,4,5,5,4,4,4,5,5,5,4
568,Eric Lane,Biology,Term 3,2023,3,3,3,5,4,4,3,3,4,3
569,Eric Lane,Biology,Term 3,2023,3,3,4,2,4,5,5,5,4,5
570,Eric Lane,Biology,Term 3,2023,4,4,4,3,2,5,3,4,4,4
571,Eric Lane,Biology,Term 3,2023,5,4,4,4,3,4,4,5,4,4
572,Eric Lane,Biology,Term 3,2023,5,3,5,4,4,3,4,4,5,4
573,Eric Lane,Biology,Term 3,2023,4,5,3,4,5,3,3,4,4,5
574,Eric Lane,Biology,Term 3,2023,4,4,4,5,3,4,5,4,4,3
575,Eric Lane,Biology,Term 3,2023,3,4,3,3,3,5,4,5,5,2
576,Eric Lane,Biology,Term 3,2023,4,4,3,4,3,4,4,3,5,4
577,Eric Lane,Biology,Term 1,2024,4,5,5,4,3,4,5,4,4,3
578,Eric Lane,Biology,Term 1,2024,5,4,3,5,4,2,3,5,5,5
579,Eric Lane,Biology,Term 1,2024,4,5,4,4,3,4,2,4,3,4
580,Eric Lane,Biology,Term 1,2024,3,4,5,4,4,4,2,4,4,4
581,Eric Lane,Biology,Term 1,2024,5,4,3,2,5,4,4,5,4,3
582,Eric Lane,Biology,Term 1,2024,4,4,3,5,4,5,4,3,4,4
583,Eric Lane,Biology,Term 1,2024,5,4,3,4,4,4,4,4,4,4
584,Eric Lane,Biology,Term 1,2024,3,3,5,4,4,3,4,5,4,3
585,Eric Lane,Biology,Term 1,2024,3,5,3,4,4,3,5,5,4,4
586,Eric Lane,Biology,Term 1,2024,3,4,4,5,4,4,4,4,4,4
587,Eric Lane,Biology,Term 1,2024,2,3,5,4,4,4,4,4,5,4
588,Eric Lane,Biology,Term 1,2024,3,3,4,5,4,5,4,4,4,4
589,Eric Lane,Biology,Term 1,2024,3,4,3,4,4,5,3,4,4,4
590,Eric Lane,Biology,Term 1,2024,5,3,2,4,5,4,5,5,3,4
591,Eric Lane,Biology,Term 1,2024,3,3,3,3,4,5,4,3,4,3
592,Eric Lane,Biology,Term 1,2024,5,5,3,4,3,4,5,2,5,5
593,Eric Lane,Biology,Term 1,2024,3,4,5,2,4,4,5,3,4,5
594,Eric Lane,Biology,Term 1,2024,3,5,3,4,3,2,5,5,4,3
595,Eric Lane,Biology,Term 1,2024,5,4,4,4,3,4,4,4,5,4
596,Eric Lane,Biology,Term 1,2024,5,4,4,4,5,4,4,5,5,5
597,Eric Lane,Biology,Term 1,2024,5,4,5,4,3,4,3,5,4,4
598,Eric Lane,Biology,Term 1,2024,4,4,3,5,4,4,4,3,3,5
599,Eric Lane,Biology,Term 1,2024,4,2,3,4,5,4,5,3,5,3
600,Eric Lane,Biology,Term 1,2024,4,4,5,3,4,5,3,5,2,3
601,Eric Lane,Biology,Term 1,2024,3,5,5,3,4,5,4,5,3,5
602,Eric Lane,Biology,Term 2,2024,3,4,4,4,3,4,3,3,4,3
603,Eric Lane,Biology,Term 2,2024,3,4,4,5,4,5,3,2,4,4
604,Eric Lane,Biology,Term 2,2024,3,4,5,4,5,5,5,4,4,5
605,Eric Lane,Biology,Term 2,2024,5,4,5,4,3,4,4,5,4,3
606,Eric Lane,Biology,Term 2,2024,4,4,3,5,5,2,5,4,4,4
607,Eric Lane,Biology,Term 2,2024,3,4,5,4,4,4,4,4,5,3
608,Eric Lane,Biology,Term 2,2024,3,4,4,4,3,4,4,4,4,4
609,Eric Lane,Biology,Term 2,2024,5,5,3,3,5,4,3,4,3,4
610,Eric Lane,Biology,Term 2,2024,4,3,4,4,4,4,4,3,4,4
611,Eric Lane,Biology,Term 2,2024,4,5,4,4,5,5,4,5,4,4
612,Eric Lane,Biology,Term 2,2024,5,3,5,4,3,3,5,3,3,4
613,Eric Lane,Biology,Term 2,2024,2,5,3,5,5,4,4,4,5,5
614,Eric Lane,Biology,Term 2,2024,2,5,4,5,4,3,3,4,2,3
615,Eric Lane,Biology,Term 2,2024,3,2,5,5,5,3,4,4,3,4
616,Eric Lane,Biology,Term 2,2024,3,3,3,3,5,3,5,5,4,4
617,Eric Lane,Biology,Term 2,2024,3,3,5,5,4,4,3,4,4,3
618,Eric Lane,Biology,Term 2,2024,3,3,3,3,5,5,5,4,4,5
619,Eric Lane,Biology,Term 2,2024,3,3,3,5,4,5,3,3,5,4
620,Eric Lane,Biology,Term 2,2024,3,3,4,5,4,2,4,5,4,4
621,Eric Lane,Biology,Term 2,2024,4,4,3,4,4,3,4,3,5,5
622,Eric Lane,Biology,Term 2,2024,4,4,4,3,4,4,4,5,3,3
623,Eric Lane,Biology,Term 2,2024,5,2,3,5,3,4,4,5,4,4
624,Eric Lane,Biology,Term 2,2024,4,4,3,3,5,3,4,5,2,3
625,Eric Lane,Biology,Term 2,2024,4,4,3,3,3,4,5,4,3,3
626,Eric Lane,Biology,Term 2,2024,4,4,4,4,4,5,5,4,4,4
627,Eric Lane,Biology,Term 2,2024,4,5,5,4,5,4,4,5,4,5
628,Eric Lane,Biology,Term 2,2024,4,4,3,4,5,5,2,4,4,4
629,Eric Lane,Biology,Term 2,2024,3,5,5,5,4,3,4,5,4,4
630,Eric Lane,Biology,Term 2,2024,4,3,3,4,4,5,3,2,3,4
631,Eric Lane,Biology,Term 2,2024,5,3,1,3,4,2,4,4,4,4
632,Eric Lane,Biology,Term 2,2024,4,3,3,4,5,3,5,3,4,4
633,Eric Lane,Biology,Term 3,2024,1,4,3,3,4,5,4,5,5,4
634,Eric Lane,Biology,Term 3,2024,4,4,5,3,5,5,4,5,5,3
635,Eric Lane,Biology,Term 3,2024,4,5,5,2,4,5,5,3,3,4
636,Eric Lane,Biology,Term 3,2024,4,4,4,4,4,4,5,4,5,4
637,Eric Lane,Biology,Term 3,2024,4,4,3,4,5,5,4,3,5,5
638,Eric Lane,Biology,Term 3,2024,4,4,5,4,4,4,5,5,2,5
639,Eric Lane,Biology,Term 3,2024,4,3,5,5,3,5,5,3,4,4
640,Eric Lane,Biology,Term 3,2024,4,4,4,4,4,5,5,5,3,5
641,Eric Lane,Biology,Term 3,2024,4,4,4,4,3,5,4,4,3,4
642,Eric Lane,Biology,Term 3,2024,4,5,4,3,4,5,4,3,5,4
